date,high,low,close
"Jul 08, 2020","9,450.34","9,249.50","9,428.33"
"Jul 07, 2020","9,360.62","9,201.82","9,252.28"
"Jul 06, 2020","9,375.47","9,058.66","9,375.47"
"Jul 05, 2020","9,162.18","8,977.02","9,073.94"
"Jul 04, 2020","9,183.30","9,053.63","9,132.49"
"Jul 03, 2020","9,202.34","9,058.79","9,087.30"
"Jul 02, 2020","9,274.96","9,036.62","9,123.41"
"Jul 01, 2020","9,309.75","9,104.73","9,228.33"
"Jun 30, 2020","9,217.84","9,084.84","9,137.99"
"Jun 29, 2020","9,237.57","9,041.88","9,190.85"
"Jun 28, 2020","9,197.55","8,975.53","9,143.58"
"Jun 27, 2020","9,207.81","8,998.22","9,045.39"
"Jun 26, 2020","9,310.52","9,101.74","9,162.92"
"Jun 25, 2020","9,340.16","9,095.32","9,264.81"
"Jun 24, 2020","9,680.37","9,278.23","9,313.61"
"Jun 23, 2020","9,670.54","9,547.25","9,629.66"
"Jun 22, 2020","9,655.07","9,296.87","9,648.72"
"Jun 21, 2020","9,401.11","9,300.43","9,303.63"
"Jun 20, 2020","9,394.97","9,247.38","9,332.34"
"Jun 19, 2020","9,440.88","9,274.30","9,288.02"
"Jun 18, 2020","9,482.78","9,328.40","9,411.84"
"Jun 17, 2020","9,540.42","9,327.34","9,480.26"
"Jun 16, 2020","9,579.43","9,400.45","9,538.02"
"Jun 15, 2020","9,504.86","8,990.18","9,450.70"
"Jun 14, 2020","9,482.27","9,347.59","9,386.79"
"Jun 13, 2020","9,493.21","9,396.01","9,475.28"
"Jun 12, 2020","9,540.47","9,285.85","9,480.84"
"Jun 11, 2020","9,938.30","9,263.07","9,321.78"
"Jun 10, 2020","9,908.90","9,728.29","9,870.09"
"Jun 09, 2020","9,836.37","9,664.72","9,795.70"
"Jun 08, 2020","9,782.31","9,675.89","9,771.49"
"Jun 07, 2020","9,768.50","9,458.15","9,758.85"
"Jun 06, 2020","9,773.43","9,591.02","9,653.68"
"Jun 05, 2020","9,869.24","9,663.22","9,665.53"
"Jun 04, 2020","9,887.61","9,525.25","9,800.64"
"Jun 03, 2020","9,682.86","9,471.85","9,656.72"
"Jun 02, 2020","10,182.34","9,460.57","9,529.80"
"Jun 01, 2020","10,199.56","9,450.90","10,167.27"
"May 31, 2020","9,700.34","9,432.30","9,461.06"
"May 30, 2020","9,704.03","9,366.73","9,700.41"
"May 29, 2020","9,573.67","9,379.34","9,439.12"
"May 28, 2020","9,546.32","9,148.46","9,525.75"
"May 27, 2020","9,203.32","8,834.16","9,181.02"
"May 26, 2020","8,991.97","8,757.29","8,835.05"
"May 25, 2020","8,951.01","8,719.67","8,906.93"
"May 24, 2020","9,288.40","8,787.25","8,790.37"
"May 23, 2020","9,302.50","9,118.11","9,209.29"
"May 22, 2020","9,232.94","9,008.64","9,182.58"
"May 21, 2020","9,555.24","8,869.93","9,081.76"
"May 20, 2020","9,804.79","9,447.20","9,522.98"
"May 19, 2020","9,836.05","9,539.62","9,729.04"
"May 18, 2020","9,906.03","9,570.36","9,726.57"
"May 17, 2020","9,823.00","9,349.55","9,670.74"
"May 16, 2020","9,564.20","9,260.69","9,377.01"
"May 15, 2020","9,755.83","9,261.40","9,328.20"
"May 14, 2020","9,793.27","9,255.03","9,733.72"
"May 13, 2020","9,317.88","8,805.39","9,269.99"
"May 12, 2020","8,949.90","8,569.64","8,804.48"
"May 11, 2020","9,033.47","8,374.32","8,601.80"
"May 10, 2020","9,595.58","8,395.11","8,756.43"
"May 09, 2020","9,913.86","9,580.64","9,593.90"
"May 08, 2020","9,996.74","9,767.17","9,842.67"
"May 07, 2020","9,992.66","9,138.32","9,951.52"
"May 06, 2020","9,411.47","8,966.71","9,268.76"
"May 05, 2020","9,062.41","8,856.83","9,003.07"
"May 04, 2020","8,956.91","8,645.02","8,912.65"
"May 03, 2020","9,167.78","8,830.97","8,897.47"
"May 02, 2020","9,007.19","8,811.37","8,988.60"
"May 01, 2020","9,048.02","8,667.76","8,864.77"
"Apr 30, 2020","9,440.65","8,533.26","8,658.55"
"Apr 29, 2020","8,871.75","7,786.05","8,801.04"
"Apr 28, 2020","7,814.53","7,730.81","7,807.06"
"Apr 27, 2020","7,795.60","7,679.42","7,795.60"
"Apr 26, 2020","7,700.59","7,561.41","7,679.87"
"Apr 25, 2020","7,641.36","7,521.67","7,569.94"
"Apr 24, 2020","7,574.20","7,434.18","7,550.90"
"Apr 23, 2020","7,491.78","7,081.59","7,429.72"
"Apr 22, 2020","7,145.87","6,867.78","7,117.21"
"Apr 21, 2020","6,934.55","6,834.44","6,880.32"
"Apr 20, 2020","7,240.29","6,835.50","6,881.96"
"Apr 19, 2020","7,280.52","7,167.05","7,189.42"
"Apr 18, 2020","7,269.96","7,089.25","7,257.66"
"Apr 17, 2020","7,167.18","7,050.33","7,096.18"
"Apr 16, 2020","7,134.45","6,555.50","7,116.80"
"Apr 15, 2020","6,928.66","6,633.40","6,642.11"
"Apr 14, 2020","6,958.56","6,793.82","6,842.43"
"Apr 13, 2020","6,965.62","6,668.26","6,845.04"
"Apr 12, 2020","7,119.95","6,811.08","6,971.09"
"Apr 11, 2020","6,926.07","6,789.92","6,859.08"
"Apr 10, 2020","7,303.82","6,802.47","6,865.49"
"Apr 09, 2020","7,341.45","7,179.09","7,302.09"
"Apr 08, 2020","7,356.22","7,153.31","7,334.10"
"Apr 07, 2020","7,427.94","7,136.71","7,176.41"
"Apr 06, 2020","7,271.78","6,782.89","7,271.78"
"Apr 05, 2020","6,883.41","6,715.93","6,791.13"
"Apr 04, 2020","6,878.95","6,696.48","6,867.53"
"Apr 03, 2020","7,003.22","6,673.34","6,733.39"
"Apr 02, 2020","7,088.25","6,595.92","6,793.62"
"Apr 01, 2020","6,612.57","6,202.37","6,606.78"
"Mar 31, 2020","6,504.52","6,374.16","6,438.64"
"Mar 30, 2020","6,517.20","5,903.23","6,429.84"
"Mar 29, 2020","6,250.47","5,920.09","5,922.04"
"Mar 28, 2020","6,467.50","6,117.84","6,242.19"
"Mar 27, 2020","6,793.84","6,466.70","6,469.80"
"Mar 26, 2020","6,735.46","6,590.96","6,716.44"
"Mar 25, 2020","6,892.51","6,536.93","6,681.06"
"Mar 24, 2020","6,789.02","6,411.07","6,734.80"
"Mar 23, 2020","6,443.93","5,785.00","6,416.31"
"Mar 22, 2020","6,359.70","5,823.71","5,830.25"
"Mar 21, 2020","6,378.14","5,932.82","6,185.07"
"Mar 20, 2020","6,844.26","5,865.78","6,198.78"
"Mar 19, 2020","6,329.74","5,236.97","6,191.19"
"Mar 18, 2020","5,331.83","5,069.34","5,238.44"
"Mar 17, 2020","5,371.35","4,981.91","5,225.63"
"Mar 16, 2020","5,385.23","4,575.36","5,014.48"
"Mar 15, 2020","5,836.65","5,169.28","5,392.31"
"Mar 14, 2020","5,625.23","5,125.07","5,200.37"
"Mar 13, 2020","5,838.11","4,106.98","5,563.71"
"Mar 12, 2020","7,929.12","4,860.35","4,970.79"
"Mar 11, 2020","7,950.81","7,642.81","7,911.43"
"Mar 10, 2020","8,136.95","7,814.76","7,909.73"
"Mar 09, 2020","8,177.79","7,690.10","7,923.64"
"Mar 08, 2020","8,914.34","8,105.25","8,108.12"
"Mar 07, 2020","9,163.22","8,890.74","8,909.95"
"Mar 06, 2020","9,167.70","9,032.08","9,122.55"
"Mar 05, 2020","9,142.05","8,757.25","9,078.76"
"Mar 04, 2020","8,843.37","8,712.43","8,755.25"
"Mar 03, 2020","8,901.60","8,704.99","8,787.79"
"Mar 02, 2020","8,921.31","8,532.63","8,869.67"
"Mar 01, 2020","8,726.80","8,471.21","8,562.45"
"Feb 29, 2020","8,775.63","8,599.51","8,599.51"
"Feb 28, 2020","8,890.46","8,492.93","8,672.46"
"Feb 27, 2020","8,932.89","8,577.20","8,784.49"
"Feb 26, 2020","9,354.78","8,704.43","8,820.52"
"Feb 25, 2020","9,652.74","9,305.02","9,341.71"
"Feb 24, 2020","9,951.75","9,537.04","9,650.17"
"Feb 23, 2020","9,937.40","9,657.79","9,924.52"
"Feb 22, 2020","9,698.23","9,600.73","9,663.18"
"Feb 21, 2020","9,723.01","9,589.74","9,686.44"
"Feb 20, 2020","9,643.22","9,507.90","9,608.48"
"Feb 19, 2020","10,191.68","9,611.22","9,633.39"
"Feb 18, 2020","10,161.94","9,632.38","10,142.00"
"Feb 17, 2020","9,938.82","9,507.64","9,690.14"
"Feb 16, 2020","10,053.97","9,722.39","9,934.43"
"Feb 15, 2020","10,341.56","9,874.43","9,889.42"
"Feb 14, 2020","10,322.00","10,125.53","10,312.12"
"Feb 13, 2020","10,457.63","10,116.16","10,214.38"
"Feb 12, 2020","10,393.61","10,202.39","10,326.05"
"Feb 11, 2020","10,210.05","9,729.33","10,208.24"
"Feb 10, 2020","10,165.77","9,784.56","9,856.61"
"Feb 09, 2020","10,129.44","9,850.39","10,116.67"
"Feb 08, 2020","9,876.75","9,678.91","9,865.12"
"Feb 07, 2020","9,834.72","9,726.00","9,795.94"
"Feb 06, 2020","9,824.62","9,539.82","9,729.80"
"Feb 05, 2020","9,701.30","9,163.70","9,613.42"
"Feb 04, 2020","9,331.27","9,112.81","9,180.96"
"Feb 03, 2020","9,540.37","9,248.63","9,293.52"
"Feb 02, 2020","9,468.80","9,217.82","9,344.37"
"Feb 01, 2020","9,439.32","9,313.24","9,392.88"
"Jan 31, 2020","9,521.71","9,230.78","9,350.53"
"Jan 30, 2020","9,553.13","9,230.90","9,508.99"
"Jan 29, 2020","9,406.43","9,269.47","9,316.63"
"Jan 28, 2020","9,358.59","8,908.45","9,358.59"
"Jan 27, 2020","8,977.73","8,597.31","8,909.82"
"Jan 26, 2020","8,602.40","8,325.50","8,596.83"
"Jan 25, 2020","8,458.45","8,296.22","8,367.85"
"Jan 24, 2020","8,514.67","8,266.84","8,445.43"
"Jan 23, 2020","8,687.75","8,333.64","8,406.52"
"Jan 22, 2020","8,792.99","8,636.75","8,680.88"
"Jan 21, 2020","8,755.71","8,544.52","8,745.89"
"Jan 20, 2020","8,745.59","8,560.47","8,657.64"
"Jan 19, 2020","9,164.36","8,620.08","8,706.25"
"Jan 18, 2020","9,012.20","8,827.33","8,942.81"
"Jan 17, 2020","8,958.12","8,677.32","8,929.04"
"Jan 16, 2020","8,846.46","8,612.10","8,723.79"
"Jan 15, 2020","8,890.12","8,657.19","8,807.01"
"Jan 14, 2020","8,879.51","8,140.93","8,827.76"
"Jan 13, 2020","8,197.79","8,079.70","8,144.19"
"Jan 12, 2020","8,200.06","8,009.06","8,192.49"
"Jan 11, 2020","8,218.36","8,029.64","8,037.54"
"Jan 10, 2020","8,166.55","7,726.77","8,166.55"
"Jan 09, 2020","8,082.30","7,842.40","7,879.07"
"Jan 08, 2020","8,396.74","7,956.77","8,079.86"
"Jan 07, 2020","8,178.22","7,768.23","8,163.69"
"Jan 06, 2020","7,781.87","7,409.29","7,769.22"
"Jan 05, 2020","7,544.50","7,400.54","7,411.32"
"Jan 04, 2020","7,427.39","7,309.51","7,410.66"
"Jan 03, 2020","7,413.72","6,915.00","7,344.88"
"Jan 02, 2020","7,212.16","6,935.27","6,985.47"
"Jan 01, 2020","7,254.33","7,174.94","7,200.17"
"Dec 31, 2019","7,335.29","7,169.78","7,193.60"
"Dec 30, 2019","7,454.82","7,276.31","7,293.00"
"Dec 29, 2019","7,513.95","7,279.87","7,422.65"
"Dec 28, 2019","7,399.04","7,286.91","7,317.99"
"Dec 27, 2019","7,363.53","7,189.93","7,290.09"
"Dec 26, 2019","7,388.30","7,200.39","7,238.97"
"Dec 25, 2019","7,357.02","7,220.99","7,275.16"
"Dec 24, 2019","7,535.72","7,269.53","7,322.53"
"Dec 23, 2019","7,656.18","7,326.19","7,355.63"
"Dec 22, 2019","7,518.03","7,167.18","7,511.59"
"Dec 21, 2019","7,223.23","7,112.74","7,191.16"
"Dec 20, 2019","7,257.92","7,086.12","7,218.82"
"Dec 19, 2019","7,346.60","7,041.38","7,202.84"
"Dec 18, 2019","7,324.98","6,540.05","7,276.80"
"Dec 17, 2019","6,964.07","6,587.97","6,640.52"
"Dec 16, 2019","7,171.17","6,903.68","6,932.48"
"Dec 15, 2019","7,181.08","6,924.38","7,152.30"
"Dec 14, 2019","7,308.84","7,097.21","7,124.67"
"Dec 13, 2019","7,293.56","7,227.12","7,269.68"
"Dec 12, 2019","7,266.64","7,164.74","7,243.13"
"Dec 11, 2019","7,324.16","7,195.53","7,217.43"
"Dec 10, 2019","7,424.02","7,246.04","7,278.12"
"Dec 09, 2019","7,618.09","7,365.99","7,400.90"
"Dec 08, 2019","7,634.61","7,476.09","7,564.35"
"Dec 07, 2019","7,589.95","7,525.71","7,556.24"
"Dec 06, 2019","7,547.00","7,392.18","7,547.00"
"Dec 05, 2019","7,743.43","7,232.68","7,448.31"
"Dec 04, 2019","7,539.78","7,170.92","7,252.03"
"Dec 03, 2019","7,418.86","7,229.36","7,320.15"
"Dec 02, 2019","7,474.82","7,233.40","7,321.99"
"Dec 01, 2019","7,571.62","7,291.34","7,424.29"
"Nov 30, 2019","7,836.10","7,515.85","7,569.63"
"Nov 29, 2019","7,781.18","7,460.76","7,761.24"
"Nov 28, 2019","7,730.07","7,454.12","7,463.11"
"Nov 27, 2019","7,619.69","6,974.17","7,531.66"
"Nov 26, 2019","7,320.23","7,098.57","7,218.37"
"Nov 25, 2019","7,319.86","6,617.17","7,146.13"
"Nov 24, 2019","7,408.58","7,029.29","7,047.92"
"Nov 23, 2019","7,442.26","7,151.42","7,397.80"
"Nov 22, 2019","7,697.38","6,936.71","7,296.58"
"Nov 21, 2019","8,110.10","7,597.38","7,642.75"
"Nov 20, 2019","8,237.24","8,010.51","8,027.27"
"Nov 19, 2019","8,408.52","8,099.96","8,206.15"
"Nov 18, 2019","8,653.28","8,273.57","8,309.29"
"Nov 17, 2019","8,727.79","8,500.97","8,577.98"
"Nov 16, 2019","8,592.00","8,473.97","8,550.76"
"Nov 15, 2019","8,730.87","8,484.84","8,491.99"
"Nov 14, 2019","8,826.94","8,692.55","8,708.10"
"Nov 13, 2019","8,836.84","8,761.65","8,808.26"
"Nov 12, 2019","8,853.77","8,685.43","8,815.66"
"Nov 11, 2019","9,081.28","8,700.61","8,757.79"
"Nov 10, 2019","9,103.83","8,806.16","9,055.53"
"Nov 09, 2019","8,891.82","8,793.16","8,813.58"
"Nov 08, 2019","9,272.76","8,775.53","8,804.88"
"Nov 07, 2019","9,368.48","9,202.35","9,267.56"
"Nov 06, 2019","9,423.24","9,305.91","9,360.88"
"Nov 05, 2019","9,457.42","9,256.93","9,342.53"
"Nov 04, 2019","9,505.05","9,191.49","9,412.61"
"Nov 03, 2019","9,379.81","9,141.25","9,235.35"
"Nov 02, 2019","9,377.49","9,249.59","9,324.72"
"Nov 01, 2019","9,275.66","9,132.05","9,261.10"
"Oct 31, 2019","9,383.16","9,028.72","9,199.58"
"Oct 30, 2019","9,426.87","9,085.37","9,205.73"
"Oct 29, 2019","9,516.18","9,232.65","9,427.69"
"Oct 28, 2019","9,805.12","9,256.15","9,256.15"
"Oct 27, 2019","9,749.53","9,112.54","9,551.71"
"Oct 26, 2019","10,021.74","8,662.62","9,244.97"
"Oct 25, 2019","8,691.54","7,479.98","8,660.70"
"Oct 24, 2019","7,532.87","7,446.99","7,493.49"
"Oct 23, 2019","8,093.00","7,469.32","7,514.67"
"Oct 22, 2019","8,296.65","8,074.46","8,078.20"
"Oct 21, 2019","8,296.69","8,196.42","8,243.72"
"Oct 20, 2019","8,281.82","7,949.44","8,222.08"
"Oct 19, 2019","8,082.63","7,944.78","7,988.56"
"Oct 18, 2019","8,138.41","7,902.16","7,973.21"
"Oct 17, 2019","8,134.83","8,000.94","8,103.91"
"Oct 16, 2019","8,216.81","7,985.09","8,047.53"
"Oct 15, 2019","8,410.71","8,182.71","8,205.37"
"Oct 14, 2019","8,390.21","8,284.13","8,374.69"
"Oct 13, 2019","8,470.99","8,276.61","8,321.01"
"Oct 12, 2019","8,415.24","8,313.34","8,336.56"
"Oct 11, 2019","8,721.78","8,316.18","8,321.76"
"Oct 10, 2019","8,625.27","8,471.93","8,586.47"
"Oct 09, 2019","8,627.71","8,169.30","8,595.74"
"Oct 08, 2019","8,332.72","8,185.76","8,228.78"
"Oct 07, 2019","8,308.45","7,905.77","8,245.62"
"Oct 06, 2019","8,161.41","7,958.85","7,988.16"
"Oct 05, 2019","8,215.53","8,071.12","8,151.50"
"Oct 04, 2019","8,260.06","8,151.24","8,205.94"
"Oct 03, 2019","8,414.23","8,146.44","8,259.99"
"Oct 02, 2019","8,393.04","8,227.70","8,393.04"
"Oct 01, 2019","8,497.69","8,232.68","8,343.28"
"Sep 30, 2019","8,314.23","7,830.76","8,293.87"
"Sep 29, 2019","8,261.71","7,990.50","8,104.19"
"Sep 28, 2019","8,285.62","8,125.43","8,245.92"
"Sep 27, 2019","8,271.52","7,965.92","8,251.85"
"Sep 26, 2019","8,515.69","7,895.63","8,118.97"
"Sep 25, 2019","8,744.83","8,325.40","8,486.99"
"Sep 24, 2019","9,804.32","8,370.80","8,620.57"
"Sep 23, 2019","10,074.24","9,727.14","9,729.32"
"Sep 22, 2019","10,074.44","9,922.53","10,070.39"
"Sep 21, 2019","10,188.10","10,000.71","10,019.72"
"Sep 20, 2019","10,285.87","10,132.19","10,181.64"
"Sep 19, 2019","10,295.67","9,851.69","10,266.41"
"Sep 18, 2019","10,275.93","10,191.47","10,198.25"
"Sep 17, 2019","10,296.77","10,199.74","10,241.27"
"Sep 16, 2019","10,386.87","10,189.74","10,276.79"
"Sep 15, 2019","10,387.03","10,313.09","10,347.71"
"Sep 14, 2019","10,422.13","10,291.69","10,358.05"
"Sep 13, 2019","10,441.49","10,226.60","10,360.55"
"Sep 12, 2019","10,442.25","10,099.24","10,410.13"
"Sep 11, 2019","10,215.95","9,980.78","10,178.37"
"Sep 10, 2019","10,394.35","10,020.57","10,115.98"
"Sep 09, 2019","10,450.31","10,144.93","10,334.97"
"Sep 08, 2019","10,595.64","10,409.09","10,441.28"
"Sep 07, 2019","10,558.67","10,348.92","10,517.25"
"Sep 06, 2019","10,898.76","10,292.30","10,353.30"
"Sep 05, 2019","10,627.27","10,516.42","10,575.53"
"Sep 04, 2019","10,762.64","10,434.71","10,594.49"
"Sep 03, 2019","10,736.10","10,308.55","10,623.54"
"Sep 02, 2019","10,396.59","9,730.65","10,346.76"
"Sep 01, 2019","9,796.76","9,582.94","9,757.97"
"Aug 31, 2019","9,673.22","9,531.80","9,630.66"
"Aug 30, 2019","9,656.12","9,428.30","9,598.17"
"Aug 29, 2019","9,756.79","9,421.63","9,510.20"
"Aug 28, 2019","10,279.37","9,716.66","9,754.42"
"Aug 27, 2019","10,381.33","10,087.30","10,185.50"
"Aug 26, 2019","10,512.33","10,126.30","10,370.82"
"Aug 25, 2019","10,304.62","10,008.79","10,138.52"
"Aug 24, 2019","10,418.02","9,982.30","10,159.96"
"Aug 23, 2019","10,442.44","10,078.19","10,407.97"
"Aug 22, 2019","10,233.00","9,831.46","10,131.06"
"Aug 21, 2019","10,798.73","9,962.72","10,138.05"
"Aug 20, 2019","10,947.04","10,618.96","10,763.23"
"Aug 19, 2019","10,916.05","10,313.20","10,916.05"
"Aug 18, 2019","10,487.07","10,119.09","10,345.81"
"Aug 17, 2019","10,452.62","10,086.70","10,231.74"
"Aug 16, 2019","10,524.35","9,855.48","10,374.34"
"Aug 15, 2019","10,437.41","9,675.32","10,311.55"
"Aug 14, 2019","10,889.56","10,028.14","10,051.70"
"Aug 13, 2019","11,420.05","10,830.33","10,895.83"
"Aug 12, 2019","11,528.19","11,320.95","11,382.62"
"Aug 11, 2019","11,523.58","11,248.29","11,523.58"
"Aug 10, 2019","11,915.66","11,323.90","11,354.02"
"Aug 09, 2019","11,970.46","11,709.75","11,862.94"
"Aug 08, 2019","11,979.42","11,556.17","11,966.41"
"Aug 07, 2019","12,036.99","11,433.70","11,941.97"
"Aug 06, 2019","12,273.82","11,290.73","11,478.17"
"Aug 05, 2019","11,895.09","10,960.74","11,805.65"
"Aug 04, 2019","11,009.21","10,620.28","10,970.18"
"Aug 03, 2019","10,946.78","10,503.50","10,821.73"
"Aug 02, 2019","10,657.95","10,371.01","10,518.17"
"Aug 01, 2019","10,446.92","9,922.02","10,399.67"
"Jul 31, 2019","10,085.63","9,598.10","10,085.63"
"Jul 30, 2019","9,701.76","9,437.34","9,607.42"
"Jul 29, 2019","9,681.65","9,472.95","9,519.15"
"Jul 28, 2019","9,575.55","9,252.30","9,552.86"
"Jul 27, 2019","10,167.32","9,411.52","9,477.68"
"Jul 26, 2019","9,916.52","9,717.98","9,870.30"
"Jul 25, 2019","10,154.25","9,773.96","9,911.84"
"Jul 24, 2019","9,908.80","9,614.31","9,811.93"
"Jul 23, 2019","10,346.75","9,883.60","9,900.77"
"Jul 22, 2019","10,651.79","10,154.92","10,343.11"
"Jul 21, 2019","10,841.89","10,389.60","10,599.11"
"Jul 20, 2019","11,048.66","10,451.28","10,767.14"
"Jul 19, 2019","10,716.98","10,229.63","10,530.73"
"Jul 18, 2019","10,736.84","9,376.80","10,666.48"
"Jul 17, 2019","9,963.13","9,163.13","9,693.80"
"Jul 16, 2019","10,996.63","9,448.11","9,477.64"
"Jul 15, 2019","11,052.77","9,992.01","10,895.09"
"Jul 14, 2019","11,451.20","10,234.58","10,256.06"
"Jul 13, 2019","11,841.96","10,908.48","11,392.38"
"Jul 12, 2019","11,905.49","11,179.14","11,815.99"
"Jul 11, 2019","12,144.62","11,158.92","11,358.66"
"Jul 10, 2019","13,129.53","11,710.98","12,156.51"
"Jul 09, 2019","12,779.13","12,233.26","12,573.81"
"Jul 08, 2019","12,345.83","11,393.37","12,285.96"
"Jul 07, 2019","11,541.62","11,148.80","11,450.85"
"Jul 06, 2019","11,620.97","10,982.54","11,208.55"
"Jul 05, 2019","11,395.66","10,874.96","10,978.46"
"Jul 04, 2019","12,006.08","11,166.57","11,215.44"
"Jul 03, 2019","11,968.08","10,818.16","11,961.27"
"Jul 02, 2019","10,912.19","9,737.88","10,801.68"
"Jul 01, 2019","11,206.44","10,089.31","10,583.13"
"Jun 30, 2019","12,178.38","10,799.01","10,817.16"
"Jun 29, 2019","12,400.91","11,508.38","11,959.37"
"Jun 28, 2019","12,445.18","10,914.49","12,407.33"
"Jun 27, 2019","13,311.14","10,491.85","11,182.81"
"Jun 26, 2019","13,796.49","11,755.60","13,016.23"
"Jun 25, 2019","11,790.92","11,007.20","11,790.92"
"Jun 24, 2019","11,065.90","10,610.43","11,011.10"
"Jun 23, 2019","11,246.14","10,556.10","10,855.37"
"Jun 22, 2019","11,157.35","10,107.04","10,701.69"
"Jun 21, 2019","10,144.56","9,525.07","10,144.56"
"Jun 20, 2019","9,594.42","9,232.48","9,527.16"
"Jun 19, 2019","9,299.62","9,070.40","9,273.52"
"Jun 18, 2019","9,348.37","9,004.90","9,081.76"
"Jun 17, 2019","9,416.41","8,988.92","9,320.35"
"Jun 16, 2019","9,335.87","8,814.56","8,994.49"
"Jun 15, 2019","8,859.13","8,618.40","8,838.38"
"Jun 14, 2019","8,710.64","8,183.39","8,693.83"
"Jun 13, 2019","8,311.57","8,087.06","8,230.92"
"Jun 12, 2019","8,196.65","7,862.36","8,145.86"
"Jun 11, 2019","8,026.39","7,772.80","7,927.71"
"Jun 10, 2019","8,031.91","7,586.73","8,000.33"
"Jun 09, 2019","7,975.97","7,583.22","7,688.08"
"Jun 08, 2019","8,076.89","7,837.61","7,954.13"
"Jun 07, 2019","8,126.15","7,788.37","8,043.95"
"Jun 06, 2019","7,937.34","7,571.47","7,822.02"
"Jun 05, 2019","7,901.85","7,668.67","7,824.23"
"Jun 04, 2019","8,210.99","7,564.49","7,707.77"
"Jun 03, 2019","8,743.50","8,204.19","8,208.99"
"Jun 02, 2019","8,809.30","8,561.24","8,742.96"
"Jun 01, 2019","8,625.60","8,481.58","8,564.02"
"May 31, 2019","8,586.66","8,172.55","8,574.50"
"May 30, 2019","9,008.31","8,221.27","8,319.47"
"May 29, 2019","8,755.85","8,482.73","8,659.49"
"May 28, 2019","8,807.02","8,634.72","8,719.96"
"May 27, 2019","8,907.17","8,668.70","8,805.78"
"May 26, 2019","8,687.52","7,924.67","8,673.22"
"May 25, 2019","8,117.93","7,965.98","8,052.54"
"May 24, 2019","8,140.72","7,824.45","7,987.37"
"May 23, 2019","7,943.79","7,533.20","7,881.85"
"May 22, 2019","7,997.61","7,615.99","7,680.07"
"May 21, 2019","8,062.17","7,843.34","7,963.33"
"May 20, 2019","8,200.97","7,678.78","7,978.31"
"May 19, 2019","8,261.94","7,267.96","8,197.69"
"May 18, 2019","7,447.27","7,251.50","7,271.21"
"May 17, 2019","7,929.15","7,038.12","7,343.90"
"May 16, 2019","8,320.82","7,729.61","7,884.91"
"May 15, 2019","8,216.42","7,899.11","8,205.17"
"May 14, 2019","8,268.71","7,696.39","7,994.42"
"May 13, 2019","8,047.41","6,898.28","7,814.92"
"May 12, 2019","7,503.87","6,815.77","6,972.37"
"May 11, 2019","7,333.00","6,375.70","7,204.77"
"May 10, 2019","6,434.62","6,161.52","6,378.85"
"May 09, 2019","6,183.04","5,982.32","6,174.53"
"May 08, 2019","5,989.98","5,794.72","5,982.46"
"May 07, 2019","5,988.18","5,741.40","5,829.50"
"May 06, 2019","5,802.96","5,653.69","5,746.81"
"May 05, 2019","5,833.86","5,708.04","5,795.71"
"May 04, 2019","5,886.89","5,645.47","5,831.17"
"May 03, 2019","5,865.88","5,490.20","5,768.29"
"May 02, 2019","5,522.26","5,394.22","5,505.28"
"May 01, 2019","5,418.00","5,347.65","5,402.70"
"Apr 30, 2019","5,363.26","5,224.19","5,350.73"
"Apr 29, 2019","5,311.27","5,216.49","5,247.35"
"Apr 28, 2019","5,326.23","5,255.68","5,285.14"
"Apr 27, 2019","5,310.75","5,233.64","5,268.29"
"Apr 26, 2019","5,383.63","5,177.37","5,279.35"
"Apr 25, 2019","5,542.24","5,181.34","5,210.52"
"Apr 24, 2019","5,642.04","5,418.26","5,464.87"
"Apr 23, 2019","5,633.80","5,389.41","5,572.36"
"Apr 22, 2019","5,422.69","5,280.28","5,399.37"
"Apr 21, 2019","5,359.93","5,257.34","5,314.53"
"Apr 20, 2019","5,358.49","5,295.88","5,337.89"
"Apr 19, 2019","5,336.68","5,233.34","5,303.81"
"Apr 18, 2019","5,319.99","5,250.51","5,298.39"
"Apr 17, 2019","5,274.28","5,219.21","5,251.94"
"Apr 16, 2019","5,238.95","5,055.19","5,235.56"
"Apr 15, 2019","5,196.61","5,024.07","5,067.11"
"Apr 14, 2019","5,184.02","5,053.57","5,167.72"
"Apr 13, 2019","5,127.12","5,061.59","5,096.59"
"Apr 12, 2019","5,103.27","4,955.85","5,089.54"
"Apr 11, 2019","5,354.23","5,017.30","5,064.49"
"Apr 10, 2019","5,421.65","5,193.38","5,324.55"
"Apr 09, 2019","5,289.92","5,167.42","5,204.96"
"Apr 08, 2019","5,318.84","5,148.21","5,289.77"
"Apr 07, 2019","5,235.19","5,050.41","5,198.90"
"Apr 06, 2019","5,205.82","4,992.22","5,059.82"
"Apr 05, 2019","5,053.51","4,919.49","5,036.68"
"Apr 04, 2019","5,063.16","4,836.79","4,922.80"
"Apr 03, 2019","5,307.00","4,876.62","4,973.02"
"Apr 02, 2019","4,905.95","4,155.32","4,879.88"
"Apr 01, 2019","4,164.95","4,096.90","4,158.18"
"Mar 31, 2019","4,113.02","4,094.10","4,105.40"
"Mar 30, 2019","4,296.81","4,053.91","4,106.66"
"Mar 29, 2019","4,113.50","4,034.10","4,098.37"
"Mar 28, 2019","4,094.90","4,040.27","4,069.11"
"Mar 27, 2019","4,087.07","3,977.81","4,087.07"
